3220	4		empty white
4820	1		over priced
2514	6		delicious meal
437	10		higher dishes
4534	5		crappy service
2835	6		compact beef noodle soup
3309	4		great portions
1944	6		great Khao Soi
4448	5		kind employees
4151	13		clean place
4421	5		fantastic service
1232	6		okay bento box
3966	11		hard sight
3381	4		massive wing flavours
4452	5		trendy wait staff
1335	6		cheap food
1767	6		fancy toppings
4942	14		slow service
264	8		friendly drinks
2649	6		tender slaw
887	6		perfect food
4235	5		better service
1707	6		happy leftovers
1530	6		delicious curry tempura shrimp udon
801	6		creamy Brie
1940	6		safe food handling
4488	5		fabulous service
989	6		limited dinner
1715	6		spicy noodles
4485	5		attentive line
2009	6		favorite margherita pizza
2296	6		creative food
4321	5		fun waiter
1868	6		large pancake appetizer
732	6		light Indian Papadum
2890	6		good persian kale rice
4615	5		attentive dinner
851	6		sweet Beef
70	2		favorite Hemp Ale
3063	9		disappoint menu
3196	4		big burrito
2370	6		vanilla apple pie
98	2		extensive sake menu
4854	1		cheap prices
41	2		delicious beer wontons
2356	6		disappoint porchetta sandwiches
1888	6		heaven raw
4902	14		friendly services
3512	12		acceptable attitude
3654	11		unique flavor
2338	6		love watermelon
1187	6		crispy shrimps
1276	6		mild Chicken
2108	6		perfectly sauces
4085	13		sleek tables
3837	11		spectacular flavor
1226	6		tender roasted beets
539	6		fan Cake
4194	5		average service
3877	11		nice room
2427	6		good shrimp
900	6		satisfying lunch
1199	6		dissapointed pasta choices
720	6		sweet frozen hot chocolate
3383	0		greated owner
3770	11		great band
4800	1		worth food
3480	12		complimentary sides
4637	5		knowledgeable staff
2606	6		surprised spicy food
2008	6		enjoyed dining
4176	5		friendly staff
1004	6		gross bowl of gravy
3388	0		excited dining partner
770	6		best evaaarrrr
3028	9		delicious menu
4636	5		disappointed service
2329	6		dry gravy
3153	16		favourite Bao
4781	1		great price
3811	11		great decor
4871	1		worth atmosphere
398	10		rare potatoes
321	8		nice coffee
785	6		cheat egg
1633	6		flavorful cheese
1862	6		secret Chicken
251	8		watery dumplings
4769	1		excellent price
2673	6		special flavour
3622	11		loudness atmosphere
3789	11		love decor
4786	1		similarly priced
162	8		dry slices
1721	6		fresh sashimi
3337	4		big tortilla chips
1007	6		tasty Food
1821	6		forgot food
1646	6		enjoyed baja fish tacos
3103	9		bonus places
4858	1		ridiculous prices
556	6		rare steak
4257	5		friendly waitress
3925	11		enjoy view
948	6		well burger
4441	5		rude services
4240	5		great wait staff
4586	5		attentive bartender
240	8		good Edamame
1723	6		excellent broth
2517	6		best sweet potato
432	10		greasy quality of food
4187	5		clean staff
1305	6		loved foie gras
1088	6		happy food
4109	13		gorgeous second floor
4901	14		worth wait
1568	6		juicy burgers
1814	6		awesome food
4811	1		pricey drinks
1993	6		nice beef
786	6		good dish
515	10		greasy chicken toast
2979	9		different ingredients
1958	6		moist chicken
4674	5		disappointed delivery
1565	6		easy eggs with turkey bacon
2800	6		real cheese
1212	6		floppy pizzas
2646	6		delicious sauce
3268	4		small portion sizes
3675	11		nice open kitchen
3917	11		nice flavour
1549	6		refreshing chopped salad
1108	6		dope pineapple dessert
1953	6		better food
4928	14		frustrating kitchen
4427	5		upbeat servers
1304	6		fun yaki udon
1948	6		refreshing meal
1677	6		incredible meal
3573	11		cold seating
2789	6		great custard flan
284	8		great mains
852	6		delicious sauce
2822	6		wonderful flavored
2037	6		good thin crust pizza
4098	13		good table
3290	4		dense flan
1855	6		amazing food
1411	6		good spicy chicken ramen
1098	6		moist carrot cake
1096	6		love BBQ pork ramen
3274	4		smaller portion
4248	5		good served
4646	5		impatient staff
2027	6		enjoyed zucchini coconut curry soup
1592	6		good food
3335	4		large glass
3130	9		exciting menu
642	6		fresh Ingredients
4830	1		worth served
903	6		incredible selection of steak
697	6		sassy ribA
2004	6		yummy crab legs
4470	5		well server
3193	4		big portion
892	6		good Vongole pasta
500	10		large caramelized onions and peppers and cheese
1246	6		nice food experiences
4073	13		cool table
1479	6		decent Cobb
1204	6		crispy spring rolls
3109	9		lacked flavour
619	6		reliable food
3561	11		great bar
4923	14		long food
2549	6		blown sushi
2440	6		good food
1102	6		crispy grilled mackerel
3351	4		small private room
2212	6		dry hot sauce
1329	6		lacking main course
2934	6		sad sushi sashimi boat
4835	1		good price
1487	6		prefer egg tart filling
3458	12		better quality
4128	13		clean tables
2929	6		perfectly steamed boa
4459	5		friendly Service
2113	6		authentic Ethiopian food
4294	5		misheard waitress
3195	4		small portions
3250	4		great plate
1189	6		solid brunch
197	8		expensive drinks
2706	6		good food
555	6		lighter broth
739	6		lots meat portions
656	6		expensive food
535	6		fantastic Fish tacos
1847	6		love hot stone bibimbap
1084	6		fancy jambalaya
1603	6		pricy food
4545	5		spectacular Service
2654	6		better fish
1885	6		like fish
4350	5		nice server
4506	5		friendly staff
3360	4		small portions
1954	6		standard sushi
1658	6		quick lunch
4300	5		good service
3542	12		alright location
1951	6		liked rice
3152	16		excellent venons
2134	6		authentic wood oven pizza
2039	6		great food
2360	6		delicious fries
4954	14		liked waiting
2163	6		nice dining
1491	6		forgetting beef balls
1854	6		great soft serve vanilla ice cream
2702	6		favorite dish
2094	6		awesome burger
705	6		well spices
1266	6		springy Noodles
2405	6		flavourless shrimp teriyaki special
2139	6		quickly bread
4998	14		long wait
3992	11		old feel
4946	14		long food
1418	6		nice washrooms
806	6		delicious tonkotsu
2763	6		great food
687	6		okay food
4267	5		great service
796	6		messed food
2323	6		wowed croissant
4787	1		worth price
420	10		simple mushroom woody flavor
3089	9		lacked flavour
2152	6		salty hot sauce
1759	6		nicely chicken skins
4667	5		friendly staff
3842	11		loud seating
4288	5		rude manager
686	6		tough beef patty
774	6		amazing beef tacos
481	10		alright soy nuggets
4841	1		tasty maftouls
2192	6		decent food
2426	6		tough Steak
4540	5		great staff
654	6		high quality of food
1351	6		extensive desserts (
1789	6		hates ketchup
4117	13		quickly tables
2080	6		like fries
2398	6		disappointing sushi
1879	6		awesome omakase
2331	6		enjoyed chicken burger
3208	4		good portion
2366	6		refillable side dishes
4855	1		reasonably priced
3578	11		impress exterior
4776	1		worth food
1816	6		original tom yum soup
3965	11		lovely patio
1093	6		better food
57	2		good wines
3591	11		nice patio
1517	6		awesome dip
1617	6		predictable pasta
1838	6		special curry
3558	11		good decor
2886	6		cool seaweed dumping
1647	6		favorite octopus
2988	9		refreshing menu
1122	6		good artichokes
1755	6		bad fries
4723	1		fair price
195	8		great drinks
3145	16		inexperienced hot tea pot
2446	6		fortunate dinner
2851	6		delicious food
4822	1		worth environment
3036	9		mind bar
2063	6		better burger
2244	6		knowledgable dishes
4741	1		pricey slice
3055	9		mediocre options
3584	11		trendy feel
4191	5		existent service
3808	11		lovely music
1112	6		great dishes
1349	6		delicious tuna salad
3303	4		fine components
1501	6		individualized dining experience
3604	11		fresh patio
244	8		like taste
4796	1		pricey drink
4113	13		good table
252	8		moist served
2917	6		unique fish and chips
4115	13		odd tables
3040	9		confusing menu
3919	11		fresh ambiance
3521	12		suitable place
927	6		perfect halloumi
755	6		great food
1119	6		tasty dish
3723	11		good setting
3715	11		delicious Bar
4649	5		friendly service
15	2		cheap beer
3718	11		phenomenal brisket
810	6		gritty colour
628	6		worse sushi
4222	5		pleasant servers
2947	6		lightly smoked turkey
296	8		full bottle of wine
132	8		excellent glass of champagne
530	6		delicious friend tofu
1376	6		memorable Food
3859	11		good Atmosphere
3330	4		small toppings
1440	6		tasty food
3402	15		convenient location
4734	1		high price
288	8		fresh proscuitto
4366	5		dynamic service
3580	11		loved interior decor
4500	5		rude hostess
4168	13		comfortable location
4573	5		friendly servers
3684	11		beautiful skins
2180	6		best BBQ
3009	9		barely menu
2457	6		perfectly broth
3692	11		nice flavor
885	6		yummy salami
547	6		enjoyed sushi
3485	12		correctly flame
1222	6		love smoked salmon
2042	6		standard calamari
4481	5		attentive service
1576	6		dense tomato soup
609	6		rich sauce
4100	13		closed dining area
71	2		sweet Wheat beer
2352	6		favorite chorizo ( pork ) tacos
4247	5		attentive wait staff
186	8		good beets
1793	6		good fries
3823	11		realistic flameless
4255	5		fast server
384	8		stiff risotto
2507	6		clean sauteed preparation
3392	0		fan karaage
1465	6		better tres leche cake
1449	6		fair mussels
2619	6		excellent food
3851	11		warm welcome
3205	4		large sandwich
3745	11		love taste
1228	6		bitter carrot cake
4313	5		great server
1307	6		full Fried apple pie
2476	6		available lunch
1810	6		gamey meats
319	8		great drinks
1177	6		worst food
1056	6		simple rice ball with cheese
3900	11		mesmerizing decor
2295	6		Good pork cheek ( pork jowl )
152	8		average taste
4494	5		patiently service
1856	6		perfect meal
2492	6		tasty hummus
917	6		flavourful corn tortillas
4692	5		nice waiters
2472	6		scorched scallop
1934	6		good honey
3443	12		lacking signs
3625	11		sparkling Bathroom facilities
1288	6		great gelato
408	10		Disappointed mushroom gnocchi
3903	11		excellent bar
3231	4		bigger portion
3202	4		thin Slices
1472	6		delight tomato
827	6		tasty fish
4876	1		worth place
1785	6		favourite dishes
4201	5		friendly staff
359	8		rich wine sauce
2473	6		best steak
2449	6		disappointed Crepe cake
2420	6		good ice cream
4735	1		fitting Prices
4648	5		lovely Service
4134	13		hot table
4042	13		great tables
3858	11		loud atmosphere
2870	6		soft bun
3203	4		large portions
1753	6		loved breakfast place
4193	5		good waitress
2205	6		cheap dishes
2967	6		full Meal
814	6		amazing food
3157	16		chewy veggies
1997	6		crispy taco shell
1439	6		delicious egg
611	6		favourite dish-
4634	5		friendly service
1757	6		lost meal
95	2		like beer
2948	6		great tacos
3260	4		filling portion size
469	10		small salad
1268	6		Delicious yuzu pepper
3408	15		surprise location
3293	4		small set
922	6		shocked burger
423	10		sufficient appetite
3669	11		cute chandeliers
659	6		tops food
4071	13		white wire chairs
344	8		freshly orange juice
439	10		fuzzy wine
3551	11		updated décor
587	6		great fries
3998	11		busy place
1174	6		phenomenal croissant
3008	9		good menu graphic design
4229	5		friendly service
4499	5		annoyed bill
4392	5		busy reservations
419	10		small sausages
1886	6		tiny grilled cheese mini sandwiches
3855	11		good space
2655	6		delight dish
4960	14		slow lunch
2344	6		fresh oysters
3835	11		delicious layers
2598	6		cold rice
4215	5		standard service
2698	6		favourites chicken
1894	6		massacred dish
2707	6		inoffensive ramen
1001	6		good meat
1353	6		happy food
971	6		disappointing bacon
3524	12		life place
3983	11		love arcades
3827	11		appreciate greens
2150	6		enjoy tonkatsu black
3988	11		fun places
2952	6		perfect green tea cake
3830	11		wonderful space
4402	5		nice staff
1626	6		fine tuna sashimi
50	2		good barrels
3412	12		helpful seat
2277	6		homemade sriracha
2174	6		appealing topping combinations
3269	4		thin crust
3767	11		tasty Wings
1399	6		mediocre saag paneer
1002	6		heavy salad dressing
170	8		wrong beverage
3020	9		good lineup
3282	4		good portion sizes
2692	6		best food
3104	9		small selection
3528	12		rustic place
4688	5		sassy waitress
3296	4		good portions
2991	9		lacked flavour
3095	9		screwed bill
586	6		like coconut
574	6		great sauce
3286	4		full portions
4948	14		fast Service
409	10		untrimmed fat
3391	0		loved Reuben
4609	5		unbelievably Service
2465	6		excellent shrimp
2872	6		favourite ramen
442	10		rubbery octopus
968	6		excellent food
1963	6		good french fries
4711	5		sweet girl
510	10		chewy gyu carpaccio
4601	5		nice service
4934	14		notch service
2538	6		good dishes
2527	6		awful pizza bread
1949	6		good grilled salmon
1613	6		typical steak
66	2		legit steel cutlery
3441	12		satisfy portion
3378	4		great short rib
2841	6		amazing houjicha soft serve
3129	9		lacked flavor
4546	5		unprofessional server
1602	6		good food
3425	12		unique place
2477	6		juicy chicken
4389	5		attentive server
485	10		firm udon noodles
2670	6		crispy noodles
1234	6		romantic fresh ground horse radish
7	2		good Chocolate Martini
2029	6		cool Monster ice cream
2713	6		barely chicken
2661	6		reliable food
375	8		thick blueberries
4829	1		stupid price
2938	6		best margherita
1173	6		overcooked Chicken
2021	6		tainted Food
3375	4		sizable meal
2015	6		good croquettas
748	6		mediocre food
3406	15		rammed place
3452	12		recommend spot
1794	6		fresh peach taste
1354	6		nauseating soft shell tacos
121	8		cold washrooms
4231	5		good service
2106	6		love rolls
1107	6		like herbs
1377	6		decent pasta section
2714	6		amazing Edamame
2567	6		rubbery bread
4141	13		nice place
2610	6		good Bao buns
2149	6		superior tacos
4094	13		low tables
2752	6		worth dessertService
4709	5		greatest service
145	8		better bubble tea
792	6		good sushi
2406	6		inspiring dish
3849	11		fun shape
93	2		gross beers
1210	6		favourite uni hand rolls
165	8		fresh thick
3241	4		small glass
711	6		awful kiwi slush
2602	6		awesome pub food
2980	9		unable reservations
1695	6		better fish and chips
4985	14		cramped service
1587	6		flavourful dish
4593	5		accommodating staff
3323	4		right portions
2663	6		unique pizzas
2844	6		best lemon pepper sauce
2395	6		hated consistency
2521	6		great chicken and waffles
1699	6		like pancakes
1203	6		homey brunch place
3116	9		simple gyoza
1299	6		amazing pasta
4495	5		fantastic owners
3308	4		great portion size
1853	6		exceptional dinner
4329	5		knowledgeable server
62	2		favorite cilantro
878	6		expensive variety of lobster
1114	6		tasty bubble tea place
4719	1		good tax
1013	6		sweet fried chicken spicy
2732	6		fun chiffon cake
1543	6		soft fettuccine noodles
4629	5		good service
2451	6		disappointment burger
3630	11		perfect texture
1388	6		deceiving Cuban sandwiches
3321	4		BIG entrée
2695	6		exquisite food
1236	6		great Dishes
2458	6		decent sushi
4503	5		varied service
3027	9		great menu
107	2		perfect tapas
4050	13		largest table
2973	9		downside waiter
1761	6		beautiful pizzas
3947	11		nice venue
3038	9		nice selection of wine
4207	5		amazing Service
3852	11		negligent decor
402	10		organic msg
685	6		sweetness dinner dish
3833	11		trickiest ambiance
444	10		oily portions
2380	6		fantastic broth
4751	1		Worth dinner/
210	8		bad tip
3077	9		tiny menu
3146	16		legitimate meal
2456	6		amazing pickle fries
3242	4		large fast food
1149	6		excellent food quality
4943	14		small wait
658	6		fresh ingredients
77	2		cool tapas
3568	11		uncomfortable heater
2783	6		good california roll
858	6		good food
187	8		prefer pho
4924	14		longer food
2124	6		loved salsas
1825	6		desired food quality
3607	11		beautiful banquet hall
2196	6		tasty yam frites
3081	9		thrilled menu
23	2		worth tequila wall
1296	6		like pork grinds
3194	4		big seaweed salad
4582	5		friendly servers
1672	6		great food
3617	11		modern decor
291	8		below drinks
2240	6		paper tomato
79	2		inadequate Cider selection
2347	6		great hot sauce
4233	5		friendly owner
3144	16		overhyped waiter
2415	6		favorites kimchi fries
1040	6		quickly Food
1625	6		rich broth
4034	13		full bar
548	6		slim slices of fish
4012	13		casual tables
757	6		strong almond scented tofu gelatin
4347	5		ignore customers
4737	1		high bill
2884	6		good eats
2243	6		drenched hollandaise
482	10		MASSIVE fries
3312	4		above portion sizes
4541	5		good services
3608	11		nice interior
3199	4		tiny chicken breast
268	8		overpriced ConsTacos
3244	4		large function
467	10		right noodles
1895	6		decent main course surf and turf with fries
4256	5		surprised interior
2375	6		decent katsu burger
1338	6		closer cornmeal muffin
4969	14		reasonable wait time
4809	1		higher prices
3085	9		small menu
14	2		high cocktails
4125	13		forgot table
746	6		well food
2871	6		bland flavour
3536	12		lovely spot
764	6		good fries
4101	13		cramped tables
2647	6		enjoyed ikura nigiri
3884	11		great atmosphere
1041	6		pleasured meaty
184	8		AMAZING Latte
3682	11		complaint air conditioning
3565	11		charm place
3936	11		loved atmosphere
4866	1		decent price
4126	13		more seats
1746	6		tasty Chicken
3734	11		perfect plate
4453	5		great service
1060	6		helpful food
2733	6		great dish
1081	6		awesome napkinz
3680	11		chill crowd
2801	6		sweet pistachios
1497	6		loved sauce
2096	6		perfectly chicken
416	10		clean roll lettuce
3821	11		enjoyable room temperature
2547	6		love seaweed salad
1704	6		irritated dessert
1496	6		disappointed food
4127	13		comfy seating
190	8		nice sweetness
3457	12		saving taste
2485	6		perfect rice texture
3170	16		kind dog
4438	5		acceptable Service
8	2		love beer selection
1105	6		memorable dinner
3371	4		right portion
3981	11		bad smell
709	6		awesome crackerjack pastry dish with ice cream
4919	14		problem waiting
1370	6		good food
4790	1		worth smoothie bowl
2768	6		beautiful inasal flavor
3516	12		quirky place
4585	5		friendly Service
817	6		complimentary sweet apple purée
3461	12		disappointed attitude
1928	6		great Food
1200	6		like Burgers
1481	6		delicious gnocchis
596	6		amazing tzatziki
3236	4		huge sandwiches
122	8		pleasant styrofoam
1980	6		in steak & frite
4057	13		empty seats
1065	6		crunchy raw scallion in
1826	6		loved paring
1323	6		tough bowl of broth
1387	6		loved creamsicle float
155	8		backed drinks
3035	9		better convention food
728	6		uninformed food
3914	11		great atmosphere
4001	11		full place
647	6		liked coat check
1165	6		loved duck confit rolls
2712	6		odd dining
3795	11		deserted vibe
4773	1		reasonable price
879	6		nice Schnitzel
358	8		expensive drinks
4154	13		lots seating
4561	5		ignored waitress
289	8		good espresso
2016	6		enjoyed ramen
45	2		loved IPA 's
4331	5		great service
4953	14		hand wait
4439	5		polite cashier
2101	6		romantic dinner out
1298	6		good lunch
3281	4		small oysters
1903	6		good food
2524	6		nice gizzard
3039	9		nice menu
1024	6		good curry
1420	6		impressive food
4010	11		upscale bar
1537	6		stronger BBQ sauce
1344	6		refreshing tuna tartare
1205	6		irrationally Food
4963	14		easier plates
1211	6		different BBQ
990	6		cute glassware
690	6		average dishes
3839	11		soft music
4527	5		lovely waiter
3627	11		stunning decor
3634	11		nice flavour
2805	6		disappointingly fries
3556	11		weird vibe
4657	5		good service
3349	4		huge taste
3759	11		busy seats
4907	14		quick service
706	6		favorites rice with beef in the egg pancake
957	6		amazing salsa bar
2463	6		good crispy
2254	6		soggy bun
4274	5		clean service
3582	11		loud lunch
3346	4		small bar
2371	6		uneventful pork shoulder taco
3418	12		creative sauce
4571	5		friendly management
4056	13		torn seat covers
1033	6		enticing main dish
1999	6		crispy Chicken karage
2312	6		charred potatoes
1217	6		best Rotis
4991	14		longish wait time
573	6		flavourful Mango
194	8		light croutons
3370	4		large portions
3090	9		insufficient demerit
2836	6		liked food
4633	5		excellent serving staff
443	10		excessive charring
4360	5		lacking service
2159	6		interesting food
1355	6		good curry
417	10		good bibb lettuce
4297	5		awkward servers
298	8		rudely bottle of Cava
1915	6		nicely food
3853	11		better dim sum
3907	11		worst gyro
1787	6		highlight meal
380	8		decent taste
776	6		dry dish
4334	5		disappoint yakisoba
4449	5		higher service
474	10		disappointment gobernador tacos
2743	6		loved blueberry pancakes
2335	6		flat waffle
2552	6		impressive entree
3959	11		upscale vibe
736	6		favourite meal
1251	6		love soup
4180	5		beautifully service
719	6		loves biscuits
372	8		thinner soba
537	6		tender Ribs
4931	14		slower waiter
1734	6		sweet meat
1754	6		disappointed bread basket
2541	6		better ramen
349	8		quickly drinks
2033	6		hot food
2289	6		healthy english muffin topped
4359	5		stood service
877	6		well ramen
2154	6		yummy noodles
868	6		tasty toasted sesame seeds
1062	6		gooey guacamole
4552	5		inattentiveness server
167	8		subjective Food
3984	11		great atmosphere
1389	6		delicious dessert
1282	6		terrible plating
1974	6		delicious pizza
3522	12		awesome place
3910	11		romantic back room
536	6		better instant noodles
1637	6		fantastic Yuzu Maki
3071	9		forgot menu
1083	6		must dishes
1039	6		suited burger
3548	11		amazing views
4892	14		downside service
1431	6		amazing fries with the steak
1634	6		fresh halibut
603	6		fluffy cake
2233	6		chewy tartar
2612	6		enough tacos
1127	6		favourite potatoes
327	8		enjoying cup of coffee
1025	6		delicious meals
4542	5		pleasant waiter
1148	6		dry sauce
2304	6		good ribs
2919	6		cheap tso beef dishes
4277	5		amazed service
3175	16		nicely Homefries
2120	6		disappointed food
3305	4		decent portion size
4883	14		long line
4206	5		attentive demeanor
4612	5		rude staff
1511	6		flavorful bean sprouts
3535	12		friendly location
1971	6		disappointing tomato jam
3670	11		comfortable ambiance
355	8		pleasantly lemon
1076	6		nice sauce
4357	5		lovely service
3850	11		unique rec room
3719	11		like live music
1579	6		good food
723	6		decadent buffet
3127	9		lack bar
1507	6		juicy carrots
2902	6		gamey Lamb meat
3476	12		recommend ramen
4845	1		reasonable Price
1195	6		good sushi
463	10		unfortunate shaved ice
2795	6		stale buns
2445	6		favourite ingredient
3894	11		exceptional flavor
3464	12		recommend wait
1831	6		happy salmon benedict
3986	11		upscale place
4217	5		excellent service
4328	5		existent service
2162	6		enjoyed dishes
2040	6		enjoyed meals
1343	6		great Sugar cake
3011	9		fixed menu
4638	5		disorganized Staff
668	6		solid Salmon tataki
1446	6		great meatball sub
4393	5		knowledgeable servers
4509	5		friendly specials
1157	6		great spring rolls
180	8		disappointment ebi mayo
3666	11		excellent texture
3892	11		typicalPho ambience
2198	6		free appetizers
508	10		sugarcoated churro
3864	11		lively patio
1649	6		great sandwiches
1913	6		packed brunch
3788	11		inviting decor
4076	13		comfortable seating
2944	6		love gelato
43	2		awesome alcohol
1961	6		ready food
3653	11		noisy atmosphere
2020	6		good food
2178	6		different meats
2234	6		normal chili sauce
3099	9		tasty menu
365	8		special mint humus
533	6		enjoy steak
2587	6		moist burrito
2589	6		heaven rub
3697	11		warm atmosphere
2975	9		downside room
4860	1		better prices
4661	5		attentive service
3398	15		hard location
1401	6		wowed dish
1194	6		loves cut of fish
1469	6		nice business lunch
921	6		disappointing eggs Benedict
4296	5		prompt Service
826	6		FANTASTIC.My masala
456	10		nicely beans
2796	6		delicious dish
2250	6		juicy shake shack patties
2807	6		tasty protein
238	8		filling poutine
3863	11		crowded playing area
1433	6		high Breakfast
3407	15		convenient location
2273	6		tasty vegan brunch
440	10		disappointed tapas portions
2776	6		loved meal
4779	1		well plate
2089	6		good lamb meat offerings
3637	11		nice vibe
954	6		good dish
3299	4		small appetizer size pastas
73	2		crispy bourbon
1417	6		enjoyed sausage
771	6		hearty herbs
3876	11		amazing ambiance
3479	12		recommend burrata ball
4940	14		slow service
3589	11		nice place
4812	1		reasonably priced
2678	6		enjoy chips
1146	6		disappoint grilled chicken bun
2534	6		great arancini
4717	1		good value
