562	1		Front desk staff were friendly and helpful.
748	0		I bought my bus pass at the Tourist Center and Powell and Market; $24 for 7 days - a bargain.
372	0		Only niggles: why can't you open the windows in large American hotels?
664	0		We were on a shopping spree and stayed 3 nights at the Vintage.
785	0		Breakfast (if you like cooking your own waffles and hard boiled eggs!) was included but I just took advantage of the coffee.
360	1		Large flat panel TV, and a choice of relaxing music CDs for the sound system.
778	0		Most areas were between $5-10 dollars to get to in a cab and the Embarcadero centre is right across the street for those of you looking to shop.
863	1		There was nothing to complain about, check in and check out were fast.
373	0		The only problem we ever encountered was the long queue for catching cabs in front of the hotel.
783	0		Service is ok.
798	0		The thing that really lets this hotel down is the staff.
209	0		Will definitely stay there when in SF again.
578	1		The room was a really nice size, the bed was really comfy and the rainhead shower was great and we had a fridge!
449	0		The hotel publicity states that safety deposit boxes are available at reception, but they are actually in the room.
159	0		We had booked 2 interior rooms, but on arrival agreed to share a room on the first night as the hotel had overbooked.
21	1		The price was reasonable for San Francisco.
367	0		Most of the guests seemed to be tourists from the Asia region and business people.
675	0		Whilst the sun is warm as soon as you go into the shade (or on a bus or ferry) the wind can be freezing cold so make sure you take a warm fleece jacket / cardigan to use when needed.
763	0		It was such a nice place.
59	1		Huge walk in closet to store our belongings.
400	0		5 star hotel.
103	1		The location of this hotel was perfect.
116	0		If location is the most important thing to you, this is the place to stay, but that's the only reason.
679	1		The hotel itself is clean and comfortable.
958	0		We actually explored the neighborhood a iittle more this visit, and found it to be full of restaurants and markets and movie houses.
788	0		Sorry, you'll have to come down to get your extra pillow.
328	1		This hotel is near Hotel Monaco and the Clift Hotel and Union Square.
878	1		Staff fairly friendly.
342	0		What a day!
37	1		The location is perfect - close to shopping and wonderful restaurants.
641	0		I had to do laundry at the hotel as we had been on the road for several days.
640	0		I got both.
576	1		Gorgeous facility with excellent conference center.
7	0		The Hotel itself is situated in Pacific Heights which in my opinion is nicest area of San Fransico but it is a $5-$10 taxi ride from Fishermans Wharf etc - however the hotel is in walking distance of some awesome resteraunts &amp; the area is very safe and and is really a tourist attraction itself.
977	1		Its in a good location and for the price it is, you really cannot complain.
749	0		It was great having a Hertz outlet right in the hotel - we had rented a car for our second week and the convenience of having Hertz right there made the car rental very stress-free.
193	0		My previous stay there was for 4 nights in 2003.
920	0		This hotel does not deserve its #6 rating as one of the best hotels in San Francisco.
26	0		Location was alright, not that close to Union Sq though.
497	0		The FREE parking put my mind at ease when-- I kid you not-- I witnessed one meter maid hand out four tickets in the span of ten minutes.
1	0		I work in the travel industry and have seen some real nice properties (paradors in Spain, etc.).
529	0		All in all a hotel to be recommended and we would stay there again.
28	0		Also, Post St. is one of the major routes into Union Square, and there is lots of traffic.
31	0		An oasis just steps from Union Square and the city at your doorstep.
774	0		It did not feel very private.
178	1		If you're coming to San Francisco to go and sightsee and not spend much time in the room this place is perfect with its great location and clean facilities.
375	1		Free internet (cable is in a plastic bag hanging in the closet).
970	0		The hotel's bath towels are rough and is about the size of a small wash cloth or half the width of a regular towel.
536	0		The rooms are that way aswell.
426	0		Given that inconvenience I still had a blast in this hotel.
433	1		Convenient location to numerous public transit centers.
818	1		There were plenty of shops at close hand, the tram line starts very close by too, so it makes a good starting point to your day and convenient to come back to.
459	0		However, after booking on indirectly through expedia, we were put in a triangle room (king bed) which was modern and clean, but small and awkward.
588	0		Breakfast was fine as well all we needed to start the day once again if you want a cooked breakfast then pay more money and stay somewhere else.
522	0		Newspaper comes with breakfast!
880	0		In all fairness, we did get what we paid for, and I can't really compare to other hotels in the area, but I feel it was a bit overpriced for what it is.
992	0		However, my mom's room was TOTALLY FILTHY and smelled like mold (there actually was green mold in bathroom ceiling, but maintenance came in to clean with bleach).
900	1		The hotel has a good restaurant, Mel's Diner (from LA) which is open nearly all night.
990	0		Even after telling the front desk about the problem, we came back that night to a still-broken toilet.
314	0		Perhaps I missed something, but the only things Fisherman's Wharf was good for was the ferry to Alcatraz and hiring a bike to ride over the Golden Gate Bridge to Sausalito (both 'must-dos' whilst in San Fran).Drinks from 5-6pm were a great chance to meet other guests and as an aperitif before dinner (incidentally, we dined one night at the restaurant next to the Tuscan Inn; it was excellent, and you get 10% off for staying at the hotel).
930	0		If you don't like the sounds of the city , then go to the forest.
325	0		Reviews indicating it is not in a safe area are inaccurate.
720	0		I stayed at the Union Square Hotel for 2 nights in October 2006.
341	0		We didn't need any information from the front desk, so I can't comment on their service.
801	1		The lobby is pretty, and the front desk staff that checked us in was friendly and efficient.
276	0		They told us were to go and where not to go.
152	0		WE LOVED IT!!EAT AT PAT'S CAFE WE ATE THERE
260	1		It was beautiful and not far from many attractions.
102	1		The rooftop garden was a nice place to sit and have a glass of wine with our friends before heading out for dinner.
270	0		The downside: the conceirge was less than helpful when we tried ot arrange a ball game -she tried to get us tickets via an agent and gave us misleading information about the game being booked out and only realy expensive tickets available through an agent.
627	0		The Prescott Hotel was decent.
213	1		The bed was super comfy, nice amenities, great location, and the list goes on.
909	1		Also, the hotel was close to all major attractions.
471	0		The staff were mostly snobbish and rude, like working for the Argent gave them some kind of status that was above yours.
15	0		We stayed at the Omni over Labor Day weekend for 3 nights...I had stayed at this hotel before the year before in December, and fell in love with it...
361	0		It has taken over a month now to get a phone call back to settle these disputes.
73	0		What can I say, the noise, the run down tacky souvenir stores, the odour, pokey rooms, loud decor did not appeal to me.
414	1		The manager and team are all really nice and the hotel is quiet.
124	1		Our room overlooked Huntington Park and Grace Cathedral.
767	0		Then there's the neighborhood...I grew up in Detroit, Michigan, so I know what inner city life can be like.
540	0		I had the same experience.
780	1		Very clean and stylish. Comfy bed.
710	0		We had the junior suite which is the way to go so that you can have walking room and a place to sit.
461	0		The view was a city view, but the view would have been nicer if the outside of the window was cleaned.
111	0		Recommend this beautiful hotel.
65	1		The hotel is very central, just off Union Square and a few doors down from the Westin St. Francis.
224	0		This was irritating, to say the least.
232	1		The hotel was clean and comfortable, I appreciated the Aveda products, and we enjoyed the wine at happy hour.
203	1		The price is right (with free parking), it's in a lovely neighborhood away from the crowds, and has terrific modern decor (quite refreshing from traditional hotel furniture).
16	0		After a very poor experience at another SanFran Hotel it was a pleasure to check into the Omni.
91	0		Wow!!
330	0		The room I stayed in was a Junior Suite which was big enough for me.
168	0		We will return!
617	1		It is within walking distance to Union Square (shopping) 15mins and about 20mins to Fishermans wharf and ferries to Alcatraz.
622	0		Despite all that we had a great time.
937	0		This was a real shame as the hotel itself was not too bad, it appeared clean although the staff were not very friendly and the rooms were quite dark.
456	0		Upon walking in there is a small room without furniture and a very large bay window.
895	0		Or you can walk down Bush and once you get down far enough, you can come back toward Geary and end up at Union Square (if you're concerned about avoiding Tenderloin, this is your best route).Take a cable car on California Street to downtown (after you get a Starbucks around Van Ness and California) - trust me on this one...the cable car will not have any tourists - only local San Fran's and you.
968	0		We asked on possibility of connection to Internet and were told that there are two positions in the lobby by payment.
354	0		Had booked hotel as had pool and gym but this was at sister hotel only so no access there.
932	0		We have visited in the past six months and so I feel up to date on its amenities and service and in that way qualifed to speak about this placeI think it is important to say that although we keep coming back to this hotel and enjoy it and certainly reccomend it to others, it does have a few drawbacks and would not be to everyone's tasteBecause I have read extreme reviews of Seal Rock on this site ranging from highly critically to very complimentary, I wanted to try to provide a little balance...this might help you see if it is for youWHAT WE LIKE ABOUT SEAL ROCK INNits charm , its history and uniquenss...it is really is from another era..
852	0		The hotel was, however, very understanding and sympathetic to the situation, they comped me 1 night parking, which was unncecessary, but appreciated.
131	1		The hotel is part of the Joy of Life club, which I strongly suggest people join.
807	0		There was mold and mildew on the ceiling and the surrounding walls.
993	0		Be careful managing your cases as you will be on a very steep hill side to reach your room !
107	1		Lastly, the spa, fitness facilities and pool are also perfect.
217	0		Not a free night's stay.
432	1		Lovely boutique hotel with great rooms, beds and decor - super spacious (we got a corner room).
815	0		This was our first time in SF and everyone was amazingly courteous and forthcoming.
177	0		We arrived on Thursday night at 9pm.
368	0		I will stay here again.
48	0		We felt that the price we paid ( we booked directly with the hotel) represented good value especially since a simple continental breakfast was included.
216	1		The staff is extremely pleasant and accommodating, particularly Johames, who's awesome.
220	0		I did not realize how significant this was until I started mentally comparing it to the long treks through gargantuan lobbbies and hallways that are all so common these days at large downtown hotels.
735	0		I got room service twice and thought the food was just OK, one night the food was about an hour late.
198	1		The room was spacious, clean and modern, equipped with flat-screen TV and i-pod dock.
385	0		The room and beds were a little smaller than we enjoyed elsewhere on the trip but everything was clean and tidy and the parking was a real bonus.
478	0		It was first class, family friendly and its proximity to everywhere we wanted to go made SF and the whole weekend fun.
510	1		The sheets were so soft and the pillows were great also.
550	1		It is a typical Hilton quality hotel with everything you would expect from a Hilton.
386	0		The one bedroom suite was bigger than my first apartment, was beautifully furnished with a fully equipped kitchen and spacious bathroom, and was kept spotlessly clean throughout our stay.
324	0		I had all the booking details with me as well as the room number but to no avail until I literally begged.
34	1		We interacted with 6 different staff - all very warm, engaging, and very helpful with bus routes, local attractions, etc.
68	0		The first time I stayed at the White Swan, I had called to book the Petit Auberge.
258	0		The beds are all new - they were still in the process of replacing some on the day that I arrived.
855	0		Everything was ready when we checked in - hotel rooms assigned and names on the key.
440	0		As this was our first vacation to SanFran and Napa Valley, we felt best being stationed in the Union Square area.
136	1		Room was clean and well equipped.
727	0		Not necessarily my taste, although an appetizer and martini is a great start to any night...
56	0		Valet came right out and greated us.
248	0		My wife and I recently were looking for a nice yet economic place to stay in the San Francisco area.
524	0		Thanks Handlery for a great visit!
591	0		When we checked in, our room was not ready which was not a surprise as it was noon, so we checked our luggage and went out for lunch/sightseeing.
853	0		Rooms and bathrooms need updateing badly!!
857	0		Just get yourself a Muni pass (3 day pass only $18. 00) and you have transportation to all over the city just 20 feet to the right of the Hotel entrance (Underground Muni &amp; Bart station).
256	0		Unfortunately I can't comment on the cost of the hotel as it was paid for by work.
189	0		What to say about Market St and its environs?
146	0		The next morning, when we asked for an extra half hour after check-out, we were given a firm &quot; no.&quot; I wouldn't stay here again, and for the price, one might expect a nicer attitude.
711	0		I would definitely recommend this hotel!
750	0		We arrived and checked in to a room which had been used by a previous guest.
234	0		Lot's of crafty items for sale.
605	0		If you return during the afternoon enjoy a bit of red and white wine, cheese and crackers.
167	0		I loved the service the moment my husband and I arrived with our two children.
933	0		My husband &amp; I stayed for 6 nights and found the charm of the motel to be perfect for our stay in SanFran.
122	0		So they put me in a double room, which was no big deal at all, I just thought that it was inappropriate to imply that because I got a good rate and prepaid through hotwire that I would be treated differently.
195	1		We only stayed two nights, but their hospitality made us feel like we were long-time friends and frequent guests.
624	0		The air is perfumed with ginger, garlic, and exotic herbs all day long.
418	1		The room was compact but adequate, and there was a Jazz CD gift in the room produced by the owner.
859	0		Our room faced Market St. and we did hear sirens and the streetcars rumble by, but did not have any problems falling asleep.
160	0		On the plus side, water efficiency isn't that established with the showers so you can an amazing spray!!
609	0		I found this hotel from reading Frommer's book.
945	0		I booked the room for a king bed, smoking, 2 adults.
842	1		Large room and we loved the walk in closet!
775	0		They are, however, slightly light on the amenities as we only received two towels and a fairly horrible 2 in 1 shampoo.
312	1		The front desk staff were very helpful.
980	0		I did not sleep at all, and was ill in the morning from such a bad experience and felt sick and left there sick.
656	0		They'll quote $209. 00 to above $300. 00 per night
804	0		Every time we would call the Hotel Operator to let them know that we were trying to get a hold of the concierge and they kept transferring us to the same extension that we had already called and that nobody answered.
261	1		Generally, everything looked nice and most of the people who worked there were very very nice.
10	1		There are some nice restaurants a few blocks walk away and its a short taxi ride or bus ride into downtown or fishermans wharf.
401	0		We ate most Breakfasts at the bakery down the street .
825	0		Stay away from the mini-suite on the second floor at the corner of Mason &amp; Bay; it's one of the noisiest hotel rooms I've ever had the pleasure of being moved from.
27	0		The wine and cheese was a great way to meet some of the other guests and get ideas about places to check out in SanFran.
530	0		Not only did he upgrade us to a deluxe King room, but he provided us with snacks and a bottle of wine too.
648	0		I hope so because the rooms are in dire need of updating.
371	1		Nice shops and good food.
495	0		Would stay here again!
659	0		On arrival, I was given a room on the business executive floor (5th).
975	0		the eara is filled with nice bars/pubs/restaurants.
156	1		And as far as proximity to SFSU, I'm certain it's the best choice.
721	0		We were promised a 2 double-bed room the next day....
154	0		Room was on first floor, and was spacious and clean.
434	0		Stayed here one night. Booked a one bedroom suite.
994	0		My mother even saw one of the other guests taking out their window and going into their room that way while his wife just watched.
255	0		seemed like a decent place until I tried to go to sleep... there was what sounded like a highschool party going on in the room next door, called front desk at midnight and no answer?
549	0		Overall what I would call a bog-standard business-type hotel I definitely would not want to take my family there.
424	0		The only drawbacks - which are no secret - are that the rooms are small (although very well arranged) and the bathrooms are shared (or at least mine was).
922	0		Our room was in the back of the hotel overlooking the charming courtyard, so we did not hear any noise from the street at all.
452	0		THE BADThe broadband in this hotel was shockingly slow.
113	0		This was a great vacation for my husband and
353	0		We inquired about an upgrade to a suite and were told that none were available, but she quickly offered to supply us with a refrigerator or cot if needed.
580	0		It does have a big ceiling fan which worked well but opening the window wasn't a real option as we were on the 9th floor and overlooked the surrounding buildings with their A/C fans making a LOT of noise.
125	0		The shower is a nice size, but water gets everywhere (a serious design flaw), and there is absolutely no vanity.
824	0		My advice to travellers is to stand your ground at the reception and demand what you have booked.
979	1		This is a budget hotel and the room and bathrooms were clean and sufficient.
976	1		It is steps away from several nice shopping and eating neighborhoods,( chestnut st. and union st.)and the beautiful marina and presidio.
323	1		Service was friendly and efficient.
512	0		That was a plus since we had 4 hours to spare until our flight!
583	1		The room size was perfectly fine for me, but I think a couple would feel quite cramped in a cozy double room.
397	0		The room was updated recently; the styling is decent but the bed was not the most comfortable.
95	0		Towels were nice cotton towels, but I thought should have been bamboo if &quot; green&quot; was the intent.
295	0		All in all, this is a clean and cute motel in great location, but do not expect a fanciful place with wonderful amenities.
632	1		I couldn't believe the fantastic service, from providing our dogs with individual fluffy dog beds to the doorman devising a wine tasting route in Anderson Valley for us.
639	0		The free breakfast was better than many breakfast buffets that i have paid for.
906	1		The staff are helpful and friendly and the location is very convenient to just about anything.
355	1		All-around outstanding - beautiful hotel, convenient location, great deal for the price and wonderfully helpful and friendly staff.
894	0		Every time I took a few, she would replenish them.
286	1		The pool is warm and clean.
809	1		Front desk VERY nice, very attentive, very fast.
661	0		Maybe things are nicer there.
971	0		This section of Market Street is full of homeless people and they are quite intimidating at times.
729	1		There's tons of places to shop in the immediate area, and lots of restaurants.
411	0		The maid had found it upon cleaning our room, just like I was told.
869	0		The location is good and bad.
188	0		We faced the courtyard so the room was very quiet.
629	0		Meanwhile, other people were checking in and the staff was constantly rolling furniture and carts up and down the hall and making tons of noise.
969	1		Hotel Renoir, built in 1909 (almost 100 yrs old), is a unique-looking, triangular hotel that has 7 floors and straddles Market and McAllister street.
466	0		We had the buffet breakfast once, and thought it overpriced, but when we got double billed and called the front desk about it, they apologized and removed the charge completely, so for a free meal, it was excellent:)The location is great.
647	0		The cleaning staff did a good job keeping my room clean and stocked and the daily newspaper was laying in front of my door each morning by 7am.
106	1		Not only ice cream but cookies, chocolate, whipped cream and a rose on the side.
139	0		Athough it's been redone, the dark lobby/bar area look like it was once a hip and cool hangout that's a little past its prime.
180	0		Next time I will save $40 a night and turn my lights off, use my own shampoo and stay in the same room for less while doing my part to chip in for the environment.
912	0		So, I called the general manager, and he was curt and rude with me on the phone.
496	1		Nob Hill Motor Inn is in a great location.
699	0		The hotel's best offer was to shack us all up in a single room with double beds in a hotel where the rates were $150 more per night.
973	0		It does have a better TV, he also says he can call in a technician for the Internet but they wont be here tilll Monday.
670	0		We wound up here because the other conference hotels in the area were booked and were prepared for the worst.
658	0		We walked with our children every morning and every night to see the sea lions at pier 39.
379	1		The amenities exceeded the typical Courtyard amenities.
356	0		That's five star costumer service for you.
132	1		Hotel restaurant good value and food excellent.
157	0		The hotel is on a very steep hill (Nobb Hill), so I hope you like walking!
917	1		The room was a decent size, and the bathroom was HUGE, with a full bath.
306	0		It seemed more like a Hilton than a Best Western.
687	0		The price is the same, but we were told it might take longer to get your car.
508	0		The room does show some wear and tear in certain spots, but is overall well-kept.
99	1		The location was perfect.
501	0		it will also take you to the bus line for places further out.-
331	0		My room was on the 6th floor, and was refurbished and designed similar to the pictures available.
770	0		Our room was somewhat small, but nothing too bad.
423	0		Au Revoir!
714	1		The rooms were small, but appointed with lovely furnishings.
745	0		a bit crowded with all the businessmen.
176	0		As most everyone has already mentioned, the staff are great.
299	1		The bathroom was indeed tiny, but served it's purpose with adequate hot water and sufficient towels.
593	0		Our 8 night stay in this hotel was memorable - I will absolutely recommend this to each and everyone looking for a memorable stay in beautiful San Francisco.
991	1		Our room was actually not too bad; it was clean and not too noisy (facing inside, pool side).
731	0		We slept, or attempted to, in a hot room that night.
695	0		Security was non-existent as the door from the parking area into the hotel was broke so anyone could freely enter.
384	0		We arrived and promptly found a parking space.
974	0		We also liked that there was a huge supermarket a couple of blocks away that reminded me of a smaller Whole Foods.
311	1		Our windows faced the interior part of the hotel, no noise disturbance at all.
44	0		No neighbour noise either.
6	1		The rooms are spacious, beautifully decorated and appointed, clean and comfortable.
944	0		It is also filthy and most of the furniture needs replacing.
25	0		You've got to meet him!
221	0		The best part was, its not your typical mall food.
480	0		Our stay at the Renaissance Stanford Court was great.
251	1		It's close to the bus, tram, and trolley lines.
506	0		My husband and I stayed at Hotel Kabuki on a recent short vacation to SF.
120	0		(B)
42	0		My mother and I stayed one night at the Orchard in in Jan of 2009.
292	1		It has a lot of character, the staff were very helpful and friendly-- a very hospitable place.
693	0		The lobby is beautiful, however that's pretty much it, the rooms aren't that great, kind of small.
964	0		I emailed and called, I've only been ignored.
317	0		Good luck sleeping with two people in one bed this small.
565	1		There are plenty of good bars and shops in the area.
119	0		I recently stayed 4 nights at Le Meredian on a business trip.
817	1		location was at the end of the California cable car line so we were able to get about the city very easily.
754	0		Another right at the corner of Market, one block up and you are there.
244	0		One thing, though, those two don't have free parking spaces for you.
339	0		The parking is outrageous but there is no alternative.
960	0		Other than that it was just the ceiling light, which cast an unpleasant glare thoughout the room.
403	0		50 round trip) and took Bart into SF; the Palace was less than a block from the Montgomery station.
351	1		Beware San Francisco is also very cold and Foggy so bring a warm sweatshirt!
708	0		Finally, they keep coffee in the lobby only until 7am.
532	1		It's extremely clean and comfortable.
856	0		At check in, I requested rooms at the front of the hotel overlooking Market St. I am so glad I did that.
5	1		The Hotel Drisco is in a beautiful neighborhood (Pacific Heights) and we enjoyed walking around to see the gorgeous mansions and views of the bay.
485	1		Incredibly comfortable bed and nice shower.
643	0		We tried to find one in the hotel bar but there wasn't one there either.
473	0		Don't expect luxury accommodations.
410	1		The staff were professional gentlemen who were all too happy to accomodate stuff like looking after luggage the next day while we shopped, etc.
262	1		It's great fun to talk to and meet other people during these times and I imagine for the single recreational traveler this would be quite a plus.
861	0		The bathrooms are a little bigger than those on a cruise ship.
676	0		The window blind is operated by a switch by the front door - took the maid to find it for us.
482	1		If you've been to SF before, choose this one for a touch more luxury.
201	0		It looks new and clean and carrys the Intercontinental brand so we thougth we were safe.
685	0		. I don't think it is needed but I would gladly return to this hotel provided they were not undergoig renovations.
793	1		EVERYONE on the staff was very nice.
596	1		The rooms are a good size clean and very, very comfortable, with complimentary coffee and tea making facilities.
76	0		Overall a great experience and I wouldn't hesitate to return whenever I am in the San Francisco area.
730	0		I found the lobby entrance (at Powell St) very eerie in the evennings when the the Mino (?) restaurant was not open.
94	0		They have recyling bins in the room.
525	0		We stayed in this hotel for 4 nights in August.
