359	15		very nice Hotel
3084	2		so rooms
2574	8		best sleep
3057	2		nice room
836	6		simple Breakfast
3608	11		cosy room
4703	5		friendly staff
4603	5		friendly Staff
4061	5		Very friendly staff
3286	9		easier London
3944	13		great view of the canal
4144	5		Very friendly staff
3240	9		Loved lighting
3831	11		way too small room
1089	6		great Breakfast
3124	2		clean rooms
2944	2		plush decor
4168	5		very helpful staff
4755	5		Very friendly staff
2112	12		good internet
3822	11		well equipped room
3233	9		not cctv
1096	6		very good breakfast
1884	16		across tram
1265	16		Poor area for restaurants
2371	0		fresh modern water pressure
1298	16		less than 100 m Hotel location
515	14		friendly minibar
2103	12		not 24h roomservice
4629	5		friendly staff
486	14		no pool
1349	16		very comfortable location
2214	0		cold jacuzzi
260	2		spotless hotel
1150	15		excellent hotel
851	6		wasn t hot Breakfast food
3336	9		difficult water temperature
2205	0		decent bathroom
340	7		friendly value
3968	13		lovely views
3267	9		bad quality
2491	8		modern bed
3935	13		Good view
3075	2		very poor room
4570	5		Extremely helpful staff
4837	5		friendly staff
48	15		very good experience
484	14		excellent bar area
1422	16		direct Heathrow terminals
558	14		nice pool
4360	5		poor Staff
2816	8		great Beds
4919	7		good price
86	4		plenty of refreshment areas
125	4		beautiful english
3748	11		Nice sized room
2467	0		did not work Bath plug
4291	5		Clean comfortable staff
3183	2		spotless Bedroom
189	16		derelict Area around
1573	16		big underground station
3406	3		noisy aircon
2664	8		comfy beds
510	14		proper bar
26	16		good Park
3477	3		quiet roofscape
3512	11		a bit small Room
1950	16		30 mins City airport
2350	0		very poor loose Bathroom layout
4985	7		expensive Breakfast
2228	0		no water
2383	0		No ice bucket
1266	16		not great location
4493	5		very swift Room service
4636	5		Friendly reception staff
2688	8		Very difficult sleep
2616	8		clean bed
3085	2		fab room
4633	5		thoughtful staff
2898	2		nice room
2189	12		complimentary chocolate gifts
130	4		old smell
4365	5		professional staff
4706	5		Very helpful staff
3704	11		a bit small Room
2229	0		varied bathroom temperature
69	4		a bit seedy Neighborhood
2579	8		friendly bed
4630	5		good hospitality
19	4		perfect ambiance
1233	16		Situated area of
3154	2		very friendly bedroom
4348	5		Very friendly staff
3659	11		small rooms
2727	8		superb slept
38	15		wonderful Everything
2976	2		lovely Rooms
1294	16		Quirky location
1377	16		clean location
30	4		Spectacular hotel
2926	2		clean room
1101	15		small hotel
258	4		excellent garden on
3914	1		HUGE television
1164	15		perfect Everything
470	14		available Lift
831	6		Excellent breakfast
2867	2		excellent room
4760	5		polite Staff
782	6		Design breakfast
3278	9		constantly light street lights
366	15		wonderful time
157	2		very clean hotel
1059	6		very limited fresh fruit
1436	16		great location
2837	8		Huge bed
2320	0		plenty of shower
4642	5		great staff
2044	12		good night of
2023	12		Very comfortable service
2659	8		Luxurious fittings
4444	5		average staff
4053	17		safe location
721	6		fantastic Breakfast
3253	9		old interior
786	6		perfect breakfast
2026	12		nice Reception stuff
3165	2		very nice rooms
4781	5		Definately staff
2949	2		very helpful room
3295	9		Underfloor heating
4009	13		slightly draughty Windows
1311	16		amazing location
821	6		good cold buffet Biscuits
208	2		Clean hotel
4718	5		very helpful Staff
3487	3		freeing Room aircon
4615	5		friendly Victoria Staff
449	4		comfortable hotel
9	16		incredible neighborhood
3179	2		amazing Room
2643	8		really uncomfortable bed
333	4		small lawn
2819	8		lovely bed
1194	16		about 10 minute walk away walk to the tram
1107	15		excel hotel
4216	5		helpful reception staff
594	14		great bar
2008	12		Great service
4714	5		very nice Staff
1237	16		Loved location
1885	16		right next to central area
2733	8		difficult to move chairs
4079	5		very Staff
4836	5		attentive staff
352	4		great personal touches
1223	16		great location
4780	5		friendly staff
3305	9		very dated interior
514	14		good Facilities
3068	2		great quality
1875	16		excellent Tower Pier
4435	5		Welcoming staff
2807	8		great night sleep
3491	3		Quiet room
3543	11		Tiny room
4082	5		Attentive staff
2724	8		really comfy Rooms
1739	16		Great location
2677	8		huge beds
3354	3		very overpowering ear plugs
2560	8		Comfy bed
1011	6		Great breakfast omelettes
1051	6		Great breakfast
4870	7		huge choice of films
715	6		ideal beverages
2985	2		Very helpful room
2408	0		lovely bathroom
4563	5		super friendly hotel staff
2317	0		very uncomfortable shower experience
3532	11		well equipped Rooms
1131	15		great stay experience
2958	2		clean Room
996	6		tepid coffee
455	4		very relaxing ambience
4750	5		professional staff
4164	5		friendly Reception service
12	4		Modern cleanliness
1523	16		7 minutes airport
4054	5		nice Staff
2998	2		really clean rooms
149	4		comfortable hotel
2545	8		extremely helpful pillows
3771	11		Average room
3697	11		Comfortable Room
1117	15		like environment
2556	8		rock hard sofa bed
3242	9		small window
2016	12		Slow response
1793	16		relaxing Central station
3259	9		stains electrical fittings
2430	0		big bathroom
973	6		far from tea
4034	17		quiet area
1565	16		A lot of supermarkets
4037	17		didn t work safe
4721	5		so lovely Staff
4011	13		nice view from
1323	16		good location
2553	8		tired feel
2804	8		Comfy bed
4289	5		good staff
1250	16		Very convenient 10 and
3134	2		lovely room
321	14		not free odours
1512	16		Lacked FOX
3291	9		wasn t working Heating
2922	2		super clean room
2932	2		clean environment
1172	15		fine Everything
2802	8		really good nights sleep
237	14		No plastic
2331	0		Didn t have fridge
2559	8		very small carpet
2896	2		relaxing room
2503	8		Lovely bed
1691	16		Great location
2318	0		Poorly lit bathroom
817	6		perfect breakfast
939	6		Good breakfast
3593	11		quite small room
3168	2		nicer room
842	6		very good Station Breakfast
2311	0		strong enough shower
3943	13		nice views
1258	16		fantastic location
4613	5		well accommodated hotel staff
808	6		really great expereince
3411	3		heavy noise
1171	15		great stay
1003	6		lovely apple pie
1471	16		perfect location
3909	1		didn t work TV channels
3575	11		Very comfortable rooms
1533	16		excellent location
2028	12		very poor kettle
2005	12		very late Rooms
3950	13		amazing view
1304	16		well equipped location
4488	5		helpful staff
4472	5		friendlier bar supervisor
4062	5		wry helpful Room service
4772	5		Excellent staff
269	4		poor design of
2974	2		clean Rooms
4734	5		Terrible management
1092	6		late coffee
3719	11		tiny water
2620	8		comfy rooms
1325	16		perfect attractions
1460	16		a bit special ferry over
2338	0		Lack of cleanliness
4713	5		helpful staff
1522	16		near location
1860	16		perfect location
198	16		Not exactly the perfect location
2259	0		slightly black bath
3515	11		Large room
490	14		great Bar
4793	5		very helpful Reception staff
1489	16		15 mins tram from
2970	2		clean room
1211	16		Good location for Hyde park
3486	3		pleasantly quiet room
1310	16		Close to station
110	15		good memory
1709	16		fantastic location
3050	2		very dated room
1680	16		Great location
2115	12		pleasant service
4804	5		Nice staff
2978	2		really uncomfortable room
2754	8		reasonably comfy beds
3280	9		Lovely chandelier
1169	15		very good hotel
617	14		Great facilities
3734	11		too small room
1114	15		brilliant stay
1552	16		Quiet location
4146	5		clean Staff
1236	16		5 minute walk away restaurants
3802	11		comfortable room
1322	16		Great location
1653	16		A bit off Station
1473	16		packed with area
1170	15		excellent hotel
1086	6		Good tea
1683	16		really close to location
3989	13		good views of surrounding area
2216	0		no hair conditioner
4247	5		kind staff
61	16		plenty of cafes
393	6		good resurants
3094	2		overcrowded room
81	4		Modern concept
507	14		spacious Spa facilities
3391	3		quiet Suite
4653	5		excellent staff
3151	2		very clean area
4562	5		charming staff
1465	16		walking distance Hotel Mall
2537	8		comfortable bed
1328	16		friendly location for
529	14		Fine dining facilities
3000	2		nothing room
465	14		Perfect accessibility for
3857	11		very basic traffic room
298	4		wonderful setting
2680	8		bigger coat hooks
4970	7		expensive location
2459	0		new shower room
3081	2		really nice room
4088	5		great crew
2179	12		Poor internet connection
2122	12		poor room service communication
2098	12		accessible courteous
2961	2		very helpful room
29	4		very tired decor
2152	12		no scrum
796	6		lovely breakfast
2513	8		amazing bed
2815	8		hot bedding
783	6		Nice coffee machine
3897	11		spacious Room
3733	11		Amazing size rooms
2527	8		soo comfortable couch
762	6		generous breakfast buffet
2945	2		nice room
3517	11		average Room
4122	5		very friendly staff
2652	8		so comfy beds
4248	5		excellent staff
4441	5		observant staff
1188	16		ideal Location
1856	16		ideal Station
4361	5		very helpful English
4733	5		helpful Staff
2250	0		amenities bathroom
273	2		Very clean hotel
2486	8		old furniture
688	6		not of the standard Breakfast
4728	5		polite staff
3314	9		hard rough Housekeeping
1917	16		close to tube
1090	6		very poor bread selection
4694	5		Friendly staff
1819	16		good location
3772	11		a bit small rooms
2492	8		no travel cot
3187	9		Slight cigarette smoke
699	6		complimentary tea
3115	2		very dirty room
3275	9		no lighting
1355	16		great location
1791	16		10mins tram into
3845	11		so spacious rooms
3708	11		comfortable room
4858	7		very expensive Bar
2212	0		very clean bathroom
3774	11		very good standard en suite
511	14		30 bar
231	4		very kind hotel
3641	11		adequate rooms
3654	11		small room
2605	8		decorated nicely bed
3929	13		Polite view over
2891	2		dirty Rooms
2319	0		complimentary toiletries
1692	16		easy travel into
3249	9		narrow places
197	4		beautiful Court station
593	14		quirky bar lounge area
1530	16		ideal location
3265	9		More lighting
3213	9		well insulated from windows
3828	11		very good Room size
2428	0		very small toilet
63	4		nice decor
3263	9		quality fittings
4375	5		efficient staff
2332	0		easy to use bathroom
3437	3		Great atmosphere
505	14		pleasant bar area
1893	16		Excellent location
1964	12		Great wi fi
347	4		so friendly upgrade
2271	0		fresh towels
4069	5		No room service
1572	16		Great location
993	6		no pastries
2037	12		decent Wi fi
1727	16		Excellent location for shopping
2050	12		superb service
3221	9		scratched doors
3337	9		No wall decor
4515	5		excellent inteiror
2298	0		cracked sink
2734	8		large comfy bed
3452	3		Cold rooms
1646	16		great location
1970	12		broken Hairdyer
3862	11		tight space
2590	8		spotless Bedding
3760	11		pretty nicely furnished rooms
1862	16		Excellent location
101	4		totally different place
492	14		very good Parking space
1437	16		small shops
4415	5		pleasant staff
4505	5		Amazing staff
2514	8		a bit uncomfortable bedding
3089	2		clean Rooms
585	14		available parking
108	4		a little old fittings
4763	5		very helpful Staff
458	4		beautiful suite
2786	8		comfortable Beds
3976	13		Spectacular view
2396	0		a bit mouldy Bathroom
394	15		nice stay
962	6		Lovely breakfast
924	6		excellent champagne
4646	5		incredibly helpful Staff
4383	5		Very friendly staff
